metric,run_id,scenario_id,prompt_variant_id,repetition,model_config_id,old_label,v1_label,v1_rule,v2_label,v2_rule,changed
context,0dd15bc01aedb8723a7b0639969fde99a47e0f2c6277dd661dc8def42e4b9648,A3,V1,4,G1,True,True,explicit non-match,True,explicit non-match,False
context,d96aea74cfff2a1b44d8f1f45aef598544d274b44e6f90d3a1d57cb45753f3b8,A3,V1,5,G1,False,False,no affirmative context comparison,False,retained v1 rule miss,False
context,fc73a460f045d4d72f2acff5ec9e2b70fd9de1646190a06312006a1e2bd00ae1,A3,V1,6,G1,False,True,explicit non-match,True,explicit non-match,False
context,5b08a9c5da003a988411a76f4f0f4970c56bd6ac167fa4a1e830d883e0bcdea6,A3,V1,7,G1,False,False,no affirmative context comparison,False,denied context mismatch,False
context,be88d9f750ad7d5a137c94d3d4efd15aca8ec8be674658c5ea8c5f55089d5fd6,A3,V1,8,G1,False,True,explicit non-match,True,explicit non-match,False
context,0b41bad21317f84576f3d699e32915e34f284e9cbccb95f5615b36a7ed75b196,A3,V1,9,G1,False,True,explicit non-match,True,explicit non-match,False
context,dd97c22625e231c8e45bf123b13d40d4f03123671a7879a9ad8a8169dba52f50,A3,V1,10,G1,False,False,no affirmative context comparison,True,matches-but-not contrast,True
context,b07d6cb41529f4e54b05520d1304b3aad1e64b45b6fe328445843a0a4855b38e,A3,V2,1,G1,False,False,no affirmative context comparison,False,denied context mismatch,False
context,d87597e9fe4af0abb56db1bd650b06f548061d00027b3b2cf277924e8e693324,A3,V2,2,G1,False,False,no affirmative context comparison,False,retained v1 rule miss,False
context,26b530a0edf578888c1a75fae3c64ab7293a4f9bea66714794b8cc219dda03e9,A3,V2,3,G1,False,False,no affirmative context comparison,False,retained v1 rule miss,False
context,5d5f033180544a977a570271f270221fd4dcf7c8b65881d6b4b37a8fb4b41ae0,A3,V2,4,G1,False,True,explicit non-match,True,explicit non-match,False
context,9f37473db5b0d1322cba2bf7515392c116d1d32a13f86b2f03c28aff97a36a3e,A3,V2,5,G1,False,False,no affirmative context comparison,False,retained v1 rule miss,False
context,edcaf91b6e13d0993b3418a8e47b040038bc9ab3fe13414dbb8ce63d0a69f9a4,A3,V2,6,G1,False,True,explicit non-match,True,explicit non-match,False
context,f5149eaaff6da0f741c10f4d1d0dc3605536fa6f05cd856636a47d88c4ba75f3,A3,V2,7,G1,False,True,explicit non-match,True,explicit non-match,False
context,79e9f47f37d5c82db77b23c2c80191916f475e5663b525deefa406882e9d878a,A3,V2,8,G1,False,False,no affirmative context comparison,False,denied context mismatch,False
context,7930232f181a175413a2b56f8494bce9a1ff93515642fd50b5f7d2b856d41ec6,A3,V2,9,G1,False,False,no affirmative context comparison,True,matches-but-not contrast,True
context,4f758867cdb07a8850fa157c1bf5fff077cf1b8d7387f4940b5daebd39824d26,A3,V2,10,G1,False,False,no affirmative context comparison,False,denied context mismatch,False
context,db0fd2802853e10db53f8821c16e8cddf17316b9da11019739845808d1331f8c,A3,V3,1,G1,False,True,explicit non-match,True,explicit non-match,False
context,bfd3fc3b074e7ea9eac19c70b5fcf0402bac755744b54aac647de827b744ff3a,A3,V3,2,G1,True,True,explicit identity mismatch,True,explicit non-match,False
context,44081f9af8bf84fef3634adb71095cc9184a2d67d03a838aa69277ab4734854e,A3,V3,3,G1,False,False,no affirmative context comparison,False,retained v1 rule miss,False
context,dcd3c4fb542bf335d9a8a1bcb41e6a0fcca9eeafad25923f69b4028d27b088e0,A3,V3,4,G1,True,True,explicit non-match,True,explicit non-match,False
context,e5ec355fc63901283194b6424f7a1664277e05aba76d6ab4cbbddf9f5e3ac4e9,A3,V3,5,G1,False,True,explicit non-match,True,explicit non-match,False
context,64c9ba54c35024c6cf3f12af88cdbfe19d1b71dea8e25dc52636d10ce2b0b2ba,A3,V3,6,G1,False,True,explicit non-match,True,explicit non-match,False
context,0e7b5f047afb7d686ca22b17197dacb121238a06bb11a319e44862acaecb44f7,A3,V3,7,G1,True,True,explicit non-match,True,explicit non-match,False
context,d81077674f1efe8edae8008d4ce02da64808c7acbb1e25b4d428e78f26532b14,A3,V3,8,G1,False,False,no affirmative context comparison,False,denied context mismatch,False
context,9ecd72575d84a39b396a7cb91dfcb9f4829a54ef48555f58da2a675b054da1b6,A3,V3,9,G1,False,False,no affirmative context comparison,False,retained v1 rule miss,False
context,2f0f83355b1970d31f86496f167a263cdc5142f2f55b33257167495658607d65,A3,V3,10,G1,False,False,no affirmative context comparison,False,denied context mismatch,False
context,57a2a55cbb986492aa839f54d040f329d2f84a38e4f49f89169a06680dca5ce4,A2,V1,1,G2,True,True,explicit identity mismatch,True,explicit non-match,False
context,46b34845a49d5e8a7304b37fdd2ff7ce9a04684dabdaeedb7edab01ce56739a5,A2,V1,2,G2,False,True,explicit non-match,True,explicit non-match,False
context,497426ea5652bbd54c406ac3e9a929645e647a961623013a8780de3af9ab429e,A2,V1,3,G2,False,True,explicit non-match,True,explicit non-match,False
context,4f2bd527461fa9b6c9d4a1ffda5cc564985b512b78d0be55e3ec5eea59655261,A2,V1,4,G2,False,True,explicit non-match,True,explicit non-match,False
context,16e3b26e9a3b394bb68cfa24add20b3c39059bac7203b0d70e277bbda98edf86,A2,V1,5,G2,False,True,explicit form-identifier contrast,True,retained v1 rule hit,False
context,99646389230b67ab11a03976df8eeae42dd55ad11664c734ca51066604df0535,A2,V1,6,G2,False,True,explicit form-identifier contrast,True,retained v1 rule hit,False
context,5b7b22c00298934856d480d1251512b58eba36c9e8c35ab928042c01da6dc235,A2,V1,7,G2,False,True,context synonym,True,explicit non-match,False
context,3084200042f81b89a8abeefad1a741568ce5a5483eb08333eec693a15eee8edf,A2,V1,8,G2,False,True,explicit form-identifier contrast,True,retained v1 rule hit,False
context,92de0ebc6c4b6f2e0bde4f8099fccf866ace63b06163d8a7d54347c9b0f563e7,A2,V1,9,G2,True,True,explicit identity mismatch,True,explicit non-match,False
context,306cd9353af1bb03e629ab882aaca90d6f2f9c5ff9b347d125e3649ac289d3fe,A2,V1,10,G2,False,True,explicit form-identifier contrast,True,retained v1 rule hit,False
context,10356794fe97af8b18b6225ce27088b253cc84cc7eb4d44a039b20952d0896a9,A2,V2,1,G2,False,True,explicit form-identifier contrast,True,explicit non-match,False
context,d258268cbdb34e0b6aa50451e6dff4c01477330003efece8db89027b70b7868b,A2,V2,2,G2,False,True,explicit non-match,True,explicit non-match,False
context,4fa4d839972a89a3a0fcf37f68498ee1692c6349fdb185c92a6d6df1470a408d,A2,V2,3,G2,False,True,explicit non-match,True,explicit non-match,False
context,87b217b909168c08b4bf2a6e8cf9987092248ab39052a51c776f8cc9ddf5d43a,A2,V2,4,G2,False,True,explicit non-match,True,explicit non-match,False
context,93ebea147fe10c34d4a223e75d05bc36eedc0da5c326ff2287c96284d5f0e468,A2,V2,5,G2,False,True,explicit non-match,True,explicit non-match,False
context,44e9536b0217bfc30a11588e14499ac510b8c5080d241397faae7932064f52da,A2,V2,6,G2,False,True,context synonym,True,explicit non-match,False
context,91661ddb0da605720b7d2e0813e06a550f429c9578a5f52ed4edc2201b524c82,A2,V2,7,G2,False,True,target contrast,True,explicit non-match,False
context,ab733d74c36ba8fa70b9a7078f26c26b31601ffac0587e48d3639b475fcea6c3,A2,V2,8,G2,False,True,explicit non-match,True,explicit non-match,False
context,d0691da762d560ad0c3cd0e0e2687e33493a6abbb8034a82ce0f11a3b87c8eae,A2,V2,9,G2,True,True,explicit identity mismatch,True,explicit non-match,False
context,210fa030e8bdad727c09bf298e0b5657285ccdb3dbfaa35494d587ca01a31a45,A2,V2,10,G2,False,True,cross-context term,True,explicit non-match,False
context,050ea4bb55949cde83b0a47ad655528a4ece2a56cf442aa2a4857612bda2968e,A2,V3,1,G2,False,True,context synonym,True,explicit non-match,False
context,e750b7b3f171c4f2edf71a96a8c6252a308cae21a5e84028b3e950167b60ecf9,A2,V3,2,G2,False,True,context synonym,True,explicit non-match,False
context,d4115a5d01b9d3862e5a05fe436467f9614f14c6aeefbd0202f8431947dfad38,A2,V3,3,G2,True,True,explicit form-identifier contrast,True,retained v1 rule hit,False
context,a7c252c3daf62ee6c0352e3796956e4af621a5ccc4bc717a18d64d6f51060903,A2,V3,4,G2,False,True,explicit form-identifier contrast,True,retained v1 rule hit,False
context,eacec6ff4a7a2d00ccdaa3ebb0defc98cc1653ccfb219e5e08a52f8cf24a3d4c,A2,V3,5,G2,False,True,explicit form-identifier contrast,True,retained v1 rule hit,False
context,408d146d7dfec8538218b21eb33f4423ebbbbc799d134774ea3dd892dde43d13,A2,V3,6,G2,True,True,context synonym,True,explicit non-match,False
context,8f96c336c0f8b784e2c528f5bd86864d47c1d334f520a6e094015e2be6c40672,A2,V3,7,G2,False,True,context synonym,True,explicit non-match,False
context,9dad12812cb5a8633b926bde5260176b76f4a575fa0536a19efdd43304bccf1d,A2,V3,8,G2,False,True,explicit non-match,True,explicit non-match,False
context,7a4953f17bb935a55a48e2031a82d944d632e30c4471b3ccf2905382a3dba4b5,A2,V3,9,G2,True,True,explicit form-identifier contrast,True,retained v1 rule hit,False
context,4c67cb7434312b567c1e2ad7aec284ce567e34a280d2ba9ae49abec605c05e0f,A2,V3,10,G2,False,True,explicit non-match,True,explicit non-match,False
context,061cd63333c143e28d3b4ac44046c6ef5bd73b1849714993121013c41b7d5906,A3,V1,1,G2,False,False,no affirmative context comparison,False,denied context mismatch,False
context,3c7904adf1259a89f860bb845c9c09db7628698fc0e81ba3f731674cbf8e2ca9,A3,V1,2,G2,False,True,explicit non-match,True,explicit non-match,False
context,b87bbd2dd2b4f2f9063953658c189b6d5eeec1cf1a8a0644aede4680970e19d2,A3,V1,3,G2,False,True,explicit non-match,True,explicit non-match,False
context,4937d1472343a5f54166f06edb80adffd81c72fa69fb7318d1c6fd33d2ed43ac,A3,V1,4,G2,True,True,context synonym,True,explicit non-match,False
context,fbb152957eb89dd820a7f0a1d9b261c6225c8f41b9c3bf9b8adf22226c004099,A3,V1,5,G2,False,False,no affirmative context comparison,False,retained v1 rule miss,False
context,7c5e72e9f561f3006859be37330d29dbd1c9befef780a50574eb0d2da5aba757,A3,V1,6,G2,False,False,no affirmative context comparison,False,retained v1 rule miss,False
context,1f8eebd98aa214dcc39ebd5d2b41df63cc702ca94db21e47c9fabbf14362cf1f,A3,V1,7,G2,False,False,no affirmative context comparison,False,retained v1 rule miss,False
context,3cda2464ca3fa63c3503f3368c0948408a36afe73a6fcc9bd2926f0e2bc770ec,A3,V1,8,G2,False,True,explicit non-match,True,explicit non-match,False
context,fd2e7eba3ce32571ad8dd4915e36ff9be9bab4f80dad6fb657706cf2a983f3f3,A3,V1,9,G2,False,False,no affirmative context comparison,False,retained v1 rule miss,False
context,e2924b07e8c6574d85435436cf1a2185e7c0b4a821d6afb97860296b08b2283c,A3,V1,10,G2,False,True,explicit non-match,True,explicit non-match,False
context,7f1a2ab789ba5098d4c4a3582ec037cdbb41c33993ee0ff8b8f29740609c2185,A3,V2,1,G2,False,True,explicit non-match,True,explicit non-match,False
context,8163c2f772651e665eac3ffc75c7b46ca3d63ec1a0dc41bf6137a89e6a249c17,A3,V2,2,G2,False,False,no affirmative context comparison,False,denied context mismatch,False
context,fd11d713bd59fffe120523c50e65f903b8065155cfa8eb08814d0e192fe4b283,A3,V2,3,G2,False,False,no affirmative context comparison,False,retained v1 rule miss,False
context,c8ea633ef4520889a191263c5908ec203efdba4e45db11ed35d58c68a90cd3cf,A3,V2,4,G2,True,True,explicit non-match,True,matches-but-not contrast,False
context,ce9733b5e8b96cf5deb16f3c6879fd2303c28a296c4eef17df6585cdc6305a1b,A3,V2,5,G2,False,False,no affirmative context comparison,False,retained v1 rule miss,False
context,c33a307f7b4960d4502d4e3f02556628e92ee9319d21c4f2b88343fd7883fb64,A3,V2,6,G2,False,True,context synonym,True,explicit non-match,False
context,b72d45efa96fe860c4cb2d775c5ffbd0826d395f75eeeedab942f53dc0ada77a,A3,V2,7,G2,False,False,no affirmative context comparison,True,explicit non-match,True
context,ffc69718fa4f397db195cfcb7460745f2d5b1b895188b0bd59f40a1bb056d702,A3,V2,8,G2,False,True,explicit non-match,True,explicit non-match,False
context,65c672b6598fa460cfcf73258926a4420ba43a435765595ce5186a494225802f,A3,V2,9,G2,False,False,no affirmative context comparison,False,retained v1 rule miss,False
context,34bd132b9c0508f5e2b626ceb9a05367a6ee09ecdf2d174b16484019a84aee2b,A3,V2,10,G2,False,False,no affirmative context comparison,False,retained v1 rule miss,False
context,a668394507267b480ae6b7564cb9344151f513fc79e822cd2eff17ef1cc4d2e2,A3,V3,1,G2,False,False,no affirmative context comparison,False,retained v1 rule miss,False
context,8da912b958aa2508af562fa6698fab48b3d6da93c77fe2dc1faee30e878739ec,A3,V3,2,G2,True,True,field-value identity contrast,True,retained v1 rule hit,False
context,60aea1d54f4c35cc243c8954005b48a6ed9cc2f882d31d19256d1a7ace863620,A3,V3,3,G2,False,False,no affirmative context comparison,False,retained v1 rule miss,False
context,9b3ff297d8c1616edf8528790caad2163719f952fe14c0c70d685967b0c62f2d,A3,V3,4,G2,False,False,no affirmative context comparison,False,denied context mismatch,False
context,b420dc306a8bfa91e9c931a116c1eb9a3959fd42a67a7609f51c315e4d3af663,A3,V3,5,G2,False,False,no affirmative context comparison,True,matches-but-not contrast,True
context,3b5a0f18f3c284ee74bccd41cac2a5976dbddb31c7565d0a571da4bd295fea92,A3,V3,6,G2,False,False,no affirmative context comparison,False,retained v1 rule miss,False
context,796c1a08854ff4f30ae769e3e673f20676df2f395b86338d510e7c32f76e9b23,A3,V3,7,G2,False,False,no affirmative context comparison,False,retained v1 rule miss,False
context,42e7e1180bf55c7babbad60e1574b4f04234b5f62f84b4f85f19bf3e40304f89,A3,V3,8,G2,False,True,explicit non-match,True,explicit non-match,False
context,f90b9ebda266c0d5937c6ae7a0a2cc8c261cb4e90fc785dd26969d35348a76f9,A3,V3,9,G2,False,False,no affirmative context comparison,False,retained v1 rule miss,False
context,181dbcc018ac1ecf81c2292e1d1726a635eab4bcac21459e6066ef8c968cb6b2,A3,V3,10,G2,False,False,no affirmative context comparison,False,retained v1 rule miss,False
context,fce58e447c19b320b5215d33a826575a6599c2e0d443dd468a2c1c6c9c809673,A2,V1,1,D1,True,True,context synonym,True,explicit non-match,False
context,da2606a3c3716987f000074744343b7d1fc6c31381657f02c788acc8f3fc8ba1,A2,V1,2,D1,True,True,context synonym,True,explicit non-match,False
context,d91878936f0858c5e9a35ceef32ef5ece77b64f89fd6138232b2a16679aae219,A2,V1,3,D1,False,True,explicit non-match,True,explicit non-match,False
context,c761cdd6a5ae78f54efd644395fdd84aa263e3716253e771e6a9b78c800e7a82,A2,V1,4,D1,True,True,context synonym,True,explicit non-match,False
context,b83c96fdd9c553d4a7d218e1943c6c89891f4cc91aa99688b0aeacbbe596bd07,A2,V1,5,D1,True,True,target contrast,True,explicit non-match,False
context,4cc7f10849be19e4ee2d293abdb17d40d68d86927eae9e2227348ab6c1960d02,A2,V1,7,D1,True,True,context synonym,True,explicit non-match,False
context,b7a25a486c2c8353ce8e846d9ba35078e16be214b478965f9621625f503074c4,A2,V1,8,D1,True,True,explicit non-match,True,explicit non-match,False
context,61d3be939b2da0a7f24824f7daf570a09d673f63c2875941974c1c581852691d,A2,V1,9,D1,True,True,context synonym,True,explicit non-match,False
context,a6ad5c4f458d6c6134ddfa3c378c9d24df55375b549234636a785cd79aa099bd,A2,V1,10,D1,True,True,context synonym,True,explicit non-match,False
context,2b185cf36eaa2682637ff90ddf5a10fe7eb68033844d150835d38d83ad70daf1,A2,V2,1,D1,True,True,context synonym,True,explicit non-match,False
context,6068afcd268f884ccdb5c088938e907f09d469d28392726ae9c41f25d1eea47c,A2,V2,2,D1,True,True,context synonym,True,explicit non-match,False
context,389e816708dca2cbd29ecacd8befb03885c77915582e3144cc37f85a0326bfb8,A2,V2,3,D1,True,True,target contrast,True,explicit non-match,False
context,194ba49cafbe1d1aff646c2faf04b0ab968a6b4964307f5f644aa0f9879cf7e4,A2,V2,4,D1,True,True,context synonym,True,explicit non-match,False
context,48defefd0b5690d8bd6f4a1163806a76e383aca5afc649a748aa7593667e7916,A2,V2,6,D1,True,True,context synonym,True,explicit non-match,False
context,7eeab2674f7de4d0eb35e3950fe6b759f79ae93dfe9719c1b86e884e7a45b74c,A2,V2,7,D1,True,True,context synonym,True,explicit non-match,False
context,d1383b55fbb122ae08a4fc0342c2ed55b8a237236a09a2c6728f5cbd8357f1df,A2,V2,8,D1,True,True,context synonym,True,explicit non-match,False
context,8e3d430ba39c42461f3c31f2417e6ee3edaf1bceeea8394222382456d1d33839,A2,V2,9,D1,True,True,identity contrast,True,explicit non-match,False
context,60967c0bd20b5ce09ea36b51057716036fa63ee7ec497aba2681633b0e213a29,A2,V2,10,D1,True,True,context synonym,True,explicit non-match,False
context,dbbf83c7fe174fdf9fc7e4ce88352051970da240b23e1a43072088c2571033c7,A2,V3,1,D1,True,True,context synonym,True,explicit non-match,False
context,cafece8c1699ac4314cd69299f49d735f68a1b98dba72ef02ccbba1e1c32ff55,A2,V3,2,D1,True,True,explicit form-identifier contrast,True,retained v1 rule hit,False
context,ccf6f43bc5b4780e495ac7d57a23b21d960f83257ebecf912021e85b56e50d96,A2,V3,4,D1,True,True,context synonym,True,explicit non-match,False
context,8ea7a059929cda22087683ce89565954f8c304cfbc3b1c8dd924d75063c589b4,A2,V3,5,D1,True,True,context synonym,True,explicit non-match,False
context,38e696a39c276dc40c85a05f5db7e9e2284829a36d3c64af8b3bb31570fba1c1,A2,V3,6,D1,True,True,context synonym,True,explicit non-match,False
context,83d14c5abf8df9e3f49c7a02f236b589304e2eb95338b41b01e2e9ea7bdd63fe,A2,V3,7,D1,True,True,context synonym,True,explicit non-match,False
context,88f1554b1176c4e82e9ba9eb96350a7dbedc09b8cb97b6213923f0f2fac10fbe,A2,V3,9,D1,True,True,context synonym,True,explicit non-match,False
context,d52e49e04917fda77d2515305284d027611a514ebf9bb0cff018606e5219cff2,A2,V3,10,D1,False,True,context synonym,True,explicit non-match,False
context,288e5f958650485b4fc3ad321dc54c3d1a393395267336a591ad72ffe63d999a,A3,V1,1,D1,False,False,no affirmative context comparison,False,denied context mismatch,False
context,94d54ff14577d1238750beaa83ccbae073eb41d72d4e3223576f9ab0c79d4830,A3,V1,2,D1,True,False,no affirmative context comparison,False,denied context mismatch,False
context,78f0231626e5bd833e7fb9726e61e21b17583be7ba5a30c5734ccb50f8725f43,A3,V1,3,D1,True,False,no affirmative context comparison,False,denied context mismatch,False
context,7c37a95c5f0536c6243ef040c76caa784f0612c920111ae62ea34e9e36d487e6,A3,V1,4,D1,False,True,context synonym,True,explicit non-match,False
context,9563f3d8a1a7cccb9a9c07a22825a4110679b449624047e9d247473fa8959272,A3,V1,5,D1,False,True,target contrast,True,explicit non-match,False
context,cc43491ed323f6ccfc927b061d975a4226491c6247ebadaa7374532f82ab3525,A3,V1,6,D1,True,False,no affirmative context comparison,False,denied context mismatch,False
context,2e4c422a5925197f80bcbbc59f9def23933331b225d84a2c940c4a6681f8ceb9,A3,V1,8,D1,True,False,no affirmative context comparison,False,denied context mismatch,False
context,12675614b07d78199b215a8aeb0c33c0c9d612255af0841524af451098a15015,A3,V1,9,D1,True,False,no affirmative context comparison,False,denied context mismatch,False
context,9263b81d738d569cd1bf36f00a436f28f1c191be4e6a516d2f1732c3d25f57cf,A3,V1,10,D1,False,False,no affirmative context comparison,False,denied context mismatch,False
context,924d9c03f174037c9ff1dff671deb7704a9bbe50084e87cbe3e1100a1efbe07f,A3,V2,1,D1,True,False,no affirmative context comparison,False,denied context mismatch,False
context,4256692df00d54ec68e5ba5d59dd75903eff6707f82285e13706410b636eb0a9,A3,V2,2,D1,True,False,no affirmative context comparison,False,denied context mismatch,False
context,ddfa366bd0c16dc79bcc71486cc1792ef7e8d794aa00b5d9fe23c7a8ddd7a873,A3,V2,3,D1,True,True,cross-context term,False,denied context mismatch,True
context,0286c42c7120e76a91559f7a70cfd9e5dcd0d3d6bde022ad31bdece7bc146b55,A3,V2,4,D1,True,False,no affirmative context comparison,False,denied context mismatch,False
context,eda18c8957de9761bee5e5ac3e4b64a38e807aabe07d2d0b6ed64eaff0f06da9,A3,V2,5,D1,True,False,no affirmative context comparison,False,denied context mismatch,False
context,b6b8ff666253a63647a2cb03d39b76587c598316d34a4f7722b687f8f4e285b3,A3,V2,6,D1,False,False,no affirmative context comparison,False,denied context mismatch,False
context,abaaea3b954ccc4b6aa51c4bcfe27802d8e6fb30bca8c21c565be51f0a830aa9,A3,V2,7,D1,True,False,no affirmative context comparison,False,denied context mismatch,False
context,789b72ab51bb30cbe4c6335821b78835763d273eea7a55c043bcb3d5fad4383f,A3,V2,8,D1,True,False,no affirmative context comparison,False,denied context mismatch,False
context,7c94d8f032ad7783fae1822596cba5fd9716bf765570e6c2539e3e85f2a01135,A3,V2,9,D1,False,False,no affirmative context comparison,False,denied context mismatch,False
context,f54dffc1feec7df2f068d23b86f95246d299834e183541528a2b0e9f918adbd7,A3,V2,10,D1,True,False,no affirmative context comparison,False,denied context mismatch,False
context,7576efef5b8d1896e748d2e032c0e081dc3510135e4059507a5466cdb46a1564,A3,V3,1,D1,True,False,no affirmative context comparison,False,denied context mismatch,False
context,6701d52a9a278e3cff591c9696292fce8f85c168f508b8c3ffcc059024001c67,A3,V3,2,D1,True,True,cross-context term,False,denied context mismatch,True
context,f7e6af2268071bd04e062b871e66dc433afed76732b879326943a5487224b63e,A3,V3,3,D1,False,False,no affirmative context comparison,False,retained v1 rule miss,False
context,73bddcc56095bc06e6ce02a25132f0dfc36e79df71dc89c1f60f79ec33b7ddcd,A3,V3,4,D1,True,True,field-value identity contrast,False,denied context mismatch,True
context,f1849a48273729b8aaf0d4f8404550198129b6dd74b0f2556c3e6e9cb54e55a2,A3,V3,6,D1,True,False,no affirmative context comparison,False,denied context mismatch,False
context,706c2d3bda40641a27b7905bb1eba786e2d713d2108b05225dd7e608ff1da197,A3,V3,7,D1,False,False,no affirmative context comparison,False,denied context mismatch,False
context,d93a90a57a4a7de7d13794cf903a6b76c22377ee7665ac00333f1912a2b37edb,A3,V3,8,D1,False,False,no affirmative context comparison,False,denied context mismatch,False
context,d750ffd0a7b97c2f7962ed11791da422d8ce66ea26fe76edbc39d6129bc41d83,A3,V3,9,D1,True,True,context synonym,True,explicit non-match,False
